"word1","word2","n"
"gaz","pipelines",1
"gb","electricity",1
"gbnews","climatechange",1
"gbrmarinepark","aims_gov_au",1
"gbv","amp",1
"gca","africa",1
"gcadaptation","ambassador",1
"gcadaptation","pvv_gca",1
"gcadaption","amp",1
"gcf","ed",1
"gcf_eval","learn",1
"gcworldnews","gogreen",1
"gdp","affecting",1
"gdp","drop",1
"gdp","dwindling",1
"gdp","emissions",1
"gdp","hot",1
"gdp","means",1
"gear","read",1
"geccinitiative","climatechange",1
"geccinitiative","ecosystemrestoration",1
"gecf","secgen",1
"gedsi","dfat",1
"geeta_mohan","shkhrasheed",1
"geezus","senronjohnson",1
"gefieo_tweets","moa_ethiopia",1
"gemeinsamfürsklima","klimaschutz",1
"gender","considerations",1
"gender","equality",1
"gender","equity",1
"gender","gap",1
"gender","inequalities",1
"gender","matters",1
"gender_06","inequity_06",1
"genderequality","economic",1
"genderequality","health",1
"genderequality","worldhunger",1
"genderinag","theagrf",1
"genderinequality","share",1
"gene","editing",1
"genebank","foodsecurity",1
"general's","statement",1
"generalized","additive",1
"generalstrike","resist",1
"generate","category",1
"generates","5x",1
"generates","collateral",1
"generating","electricity",1
"generating","larger",1
"generation","biodiversity",1
"generation","climatecrisis",1
"generation","including",1
"generation","living",1
"generation","modelling",1
"generation","require",1
"generation’s","worth",1
"generational","justice",1
"generational","mountains",1
"generationrestoration","climatechange",1
"generationrestoration","environment",1
"generationrestoration","offsetting",1
"generations","barnwellgarret",1
"generations","check",1
"generations","climateemergency",1
"generations","deserve",1
"generations","𝐄𝐱𝐜𝐞𝐬𝐬",1
"generations","hurricaneida",1
"generations","internationaldayofcleanair",1
"generations","joemanchinwv",1
"generations","pakistan",1
"generations","read",1
"generations","savetheplanet",1
"generations","suffering",1
"genetic","modified",1
"genetic","resources",1
"geneticresources","agriculture",1
"geneva","climatechange",1
"genius","climatecrisis",1
"genius","plan",1
"genlab","worldcleanupday2021",1
"genocide","join",1
"genovasestri","italy",1
"gentoo","penguin",1
"gentrification","climatechangegentrification",1
"genuine","hope",1
"genz","environmentalmedia",1
"geoengineer","bjørnlomborg",1
"geogmelb","scimelb",1
"geographic","bottlenecks",1
"geography","class6",1
"geography","landscape",1
"geography","location",1
"geological","techniques",1
"geological","time",1
"geopolicy","egublogs",1
"georgemonbiot","gretathunberg",1
"georgemonbiot","skynews",1
"georges","tijbosch",1
"georgetown","village.org",1
"georgetown's","ancient",1
"geoscience","amp",1
"geoscience","watch",1
"geoscience","weather",1
"geosciences","gfz_potsdam",1
"geospatial","spatial",1
"geothermal","batteries",1
"geothermal","heatnetwork",1
"geothermal","nuclear",1
"geothermal","ocean",1
"geothermal","option",1
"geothermal","renewables",1
"geothermalheat","climatechange",1
"gerald","climatechange",1
"gerald","fleming",1
"gerald","kutney",1
"geraldkutney","ingersolrobert",1
"gerda","peachey",1
"german","battery",1
"german","car",1
"german","cooperation",1
"german","election",1
"german","french",1
"german","politics",1
"german","research",1
"german","speakers",1
"german's","leading",1
"germany","acc",1
"germany","chad",1
"germany","climatechange",1
"germany","follow",1
"germany","hit",1
"germany","iran",1
"germany","youth",1
"germany's","auto",1
"germany's","renewable",1
"germplasm","geneticresources",1
"gernotwagner","interviewed",1
"geronurses","olderpeople",1
"geronursesclimateaction","wiley_nursing",1
"getanalysis","climatechange",1
"getanalysis","extremeweather",1
"getinvolved","noplanetb",1
"getoutofjailfreecard","geoengineer",1
"getoutside","ecofriendly",1
"gettheleadoutca","iwuvsunshine",1
"gettyimages","motion",1
"getvaccinated","blacklivesmatter",1
"gforce","launches",1
"gfz_potsdam","amp",1
"ghg","carbon",1
"ghg","climatechange",1
"ghg","co2",1
"ghg","fraction",1
"ghg","guardian",1
"ghg","methane",1
"ghg","output",1
"ghg","water",1
"ghgemissions","esg",1
"ghgs","people",1
"ghosting","wild",1
"giant","7",1
"giant","chevron",1
"giant","leap",1
"giant","lizards",1
"giant","ocean",1
"giant","signs",1
"giant","solar",1
"giantclam","globalwarming",1
"giants","approach",1
"giddyap","push",1
"gieselmannicole","globalgiving",1
"gift","rent",1
"gig","tickets",1
"gig","workers",1
"giga","complex",1
"gigawatt","solar",1
"gijn's","guides",1
"gilded","cart",1
"gillianmckeith","yopasta",1
"gills67","26characters",1
"gina","rhinehart",1
"ginamccarthy46","gavinnewsom",1
"ginamccarthy46","sentinasmith",1
"giovanni","reyes",1
"giraffes","hippopotamus",1
"girlhood","billowed",1
"girls","living",1
"gis","arcgis",1
"gis","esri",1
"giulio_mattioli","kathrinanna",1
"giveaway","climateemergency",1
"giveback","support",1
"giving","airlines",1
"giving","cryptocurrency",1
"giving","priority",1
"gizmodo","climatechange",1
"gjcats","b_bolshevik100",1
"gjcats","bubbasranch",1
"gjcats","rushhourp",1
"glacial","build",1
"glacial","climatechange",1
"glacial","melt",1
"glacial","pace",1
"glacier","1960",1
"glacier","act",1
"glacier","actonclimate",1
"glacier","blood",1
"glacier","climatechange",1
"glacier","losses",1
"glacier","melt",1
"glacier","retreat",1
"glacier’s","boundaries",1
"glacierlosses","asccc_news",1
"glaciermelt","watersecurity",1
"glaciers","3",1
"glaciers","climate",1
"glaciers","melting",1
"glaciers","react",1
"glaciologist","matthias",1
"gladysb","scottmorrisonmp",1
"glasgow","1",1
"glasgow","222",1
"glasgow","auspol",1
"glasgow","businesses",1
"glasgow","city",1
"glasgow","climatechange",1
"glasgow","climatejustice",1
"glasgow","cop26",1
"glasgow","discover",1
"glasgow","iucn",1
"glasgow","scotland",1
"glasgowcc","climatechange",1
"glasgowclimatedialogues","mbobaben",1
"glasgowclimatesummit","wiyldsummit",1
"glasgowhospitality","businesses",1
"glass","glassrecycling",1
"glass","recycling",1
"glassrecycling","recycling",1
"glblctzn","ifad",1
"gleaming","future",1
"gleefully","muzzled",1
"glemarec","iucncongress",1
"glemarec","tells",1
"glengower","scottmoffatt21",1
"glenn","patrick",1
"glennkelman","climatecrisis",1
"glinch72","asinister",1
"glinch72","mikedel21893959",1
"glitreenergi","centrenetzero",1
"gloabalwarming","climatechange",1
"global","access",1
"global","advocacy",1
"global","affairs",1
"global","agreements",1
"global","alliance",1
"global","amp",1
"global","amphibian",1
"global","arms",1
"global","assessment",1
"global","awareness",1
"global","balancetheplanet",1
"global","biodiversity",1
"global","burden",1
"global","businesses",1
"global","capacity",1
"global","catastrophe",1
"global","challenge",1
"global","cities",1
"global","clean",1
"global","cleanenergy",1
"global","climateaction",1
"global","climatetwitter",1
"global","collapse",1
"global","commons",1
"global","communities",1
"global","consumption",1
"global","cop26",1
"global","corn",1
"global","cost",1
"global","crises",1
"global","crops",1
"global","droughts",1
"global","economic",1
"global","efforts",1
"global","electricity",1
"global","environment",1
"global","events",1
"global","evidence",1
"global","fight",1
"global","forest",1
"global","frameworks",1
"global","goal",1
"global","governance",1
"global","governments",1
"global","greenhousegas",1
"global","greenhydrogen",1
"global","guidance",1
"global","health",1
"global","human",1
"global","impact",1
"global","impacts",1
"global","inaction",1
"global","increase",1
"global","initiative",1
"global","joinus",1
"global","leader",1
"global","level",1
"global","meat",1
"global","mission",1
"global","national",1
"global","netzero",1
"global","ocean",1
"global","online",1
"global","personal",1
"global","policymakers",1
"global","political",1
"global","population",1
"global","price",1
"global","production",1
"global","publichealth",1
"global","pursuit",1
"global","regional",1
"global","reporting",1
"global","research",1
"global","risk",1
"global","sabotage",1
"global","satellite",1
"global","sea",1
"global","societal",1
"global","society",1
"global","solution",1
"global","solutions",1
"global","southern",1
"global","standard",1
"global","standards",1
"global","standup4nuclear",1
"global","summer",1
"global","summit",1
"global","surcharge",1
"global","survival",1
"global","sustainability",1
"global","systematic",1
"global","thawing",1
"global","threats",1
"global","times",1
"global","tourist",1
"global","trade",1
"global","version",1
"global","virtual",1
"global","visibility",1
"global","wakeup",1
"global","wheat",1
"global","widlife",1
"globalcapital","sustainable",1
"globalchallenges","future",1
"globalchange","erasmusplus",1
"globalchange","microplastic",1
"globalclimate","globalclimatemodels",1
"globalclimatemodels","oceans",1
"globalclimathon","climatekic",1
"globalconiscience","globalwarming",1
"globaldesruption","stopthetaxripoff",1
"globaleconomy","3,000",1
"globalenvironmentalchange","openaccess",1
"globalgiving","1",1
"globalgiving","climate",1
"globalgiving","joyforchildren",1
"globalgoals","science",1
"globalgoalsweek2021","join",1
"globalhealth","humanrights",1
"globalhealth","institutions",1
"globalhealth","internationalcriminallaw",1
"globalhealthmatters","podcast",1
"globalheating","overpopulation",1
"globalisation","climatechange",1
"globalist","progressives",1
"globalist","tactical",1
"globally","adapt",1
"globally","cityleaders",1
"globally","recognized",1
"globally","sept",1
"globalmentalhealth","2",1
"globalnoticeboard","bethechange",1
"globalsouth","dedicated",1
"globaltrade","tradefinance",1
"globaltreeassessment","report",1
"globalwarmimg","earthonfire",1
"globalwarming","5",1
"globalwarming","airquality",1
"globalwarming","amwriting",1
"globalwarming","arctic",1
"globalwarming","bitcoin",1
"globalwarming","bring",1
"globalwarming","carbon",1
"globalwarming","cleanearth",1
"globalwarming","climatehoax",1
"globalwarming","climatereport",1
"globalwarming","coal",1
"globalwarming","communities4f",1
"globalwarming","cop26",1
"globalwarming","covid19",1
"globalwarming","earth",1
"globalwarming","factsarestubbornthings",1
"globalwarming","farmlslurry",1
"globalwarming","fires",1
"globalwarming","firstpost",1
"globalwarming","globalchallenges",1
"globalwarming","globalwarmingisreal",1
"globalwarming","greenhousegases",1
"globalwarming","gt",1
"globalwarming","heatwave",1
"globalwarming","hoax",1
"globalwarming","labexcorail",1
"globalwarming","movement",1
"globalwarming","mpcen",1
"globalwarming","naturaldisasters",1
"globalwarming","no2fossilfuels",1
"globalwarming","piggylove",1
"globalwarming","pollution",1
"globalwarming","publichealth",1
"globalwarming","read",1
"globalwarming","reduceghgemissions",1
"globalwarming","religion",1
"globalwarming","savetrees",1
"globalwarming","scenario",1
"globalwarming","sdgs",1
"globalwarming","sign",1
"globalwarming","tcot",1
"globalwarming","time",1
"globalwarming","wehavetodosomething",1
"globalwarming","youngleaders",1
"globalwarminghoax","climatechangecon",1
"globalwarmingisreal","teamwork",1
"globalyouthnet_","activate1m1b",1
"globant","amp",1
"globe","adapt",1
"globe","climatechange",1
"globe","contributing",1
"globe","john",1
"globe","operationearth",1
"globe","william",1
"globeandmail","canada",1
"globeandmail","jjhorgan",1
"globeandmail","ottawacentre",1
"globeandmail","ukraine",1
"gloomy","predictions",1
"gloria","network",1
"glorified","golf",1
"glorious","technicolour",1
"glory","harmony",1
"gloucester","housebuilder",1
"gloves","saved",1
"gluttony","colloquially",1
"glyphosate","climatecrisis",1
"gmb","bbcbreakfast",1
"gmt","10",1
"gnb","globalnoticeboard",1
"gnd","u.s",1
"gnewshub","hmm",1
"gnntoronto","livegreento",1
"goal","13",1
"goal","amp",1
"goals","1️⃣",1
"goals","achieved",1
"goals","cleanairforall",1
"goals","climateaction",1
"goals","e.g",1
"goals","faster",1
"goals","listed",1
"goals","unga76",1
"gobalwarming","climatechange",1
"gobyprincess","marianwong10",1
"gobyprincess","phd",1
"goce","mission",1
"god","hebrew",1
"god","king",1
"god","parents",1
"god","sisters",1
"god’s","hands",1
"godfatherofharlem","epixhd",1
"gogreen","climateemergency",1
"gogreen","cop26",1
"gogreen","earth",1
"gogreen","environment",1
"gogreen","green",1
"gogreen","plasticfree",1
"gogreen","punjabforestdepartment",1
"gogreen","recycle",1
"gogreen","timetorungreen",1
"gold","coronavirus",1
"gold","earthday",1
"golden","jubilee",1
"golden","rules",1
"goldenviiew","ghosts",1
"golf","carts",1
"golf","courses",1
"golfoftonkin","incubatorbabies",1
"gonearoundthebend","loot",1
"gonna","eat",1
"gonna","happen",1
"gonna","shaddup",1
"gonzaga","professors",1
"gonzagau","ipcc",1
"goodbusiness","startup",1
"goodell","globalwarming",1
"goodjobjoe","buildbackbetter",1
"goodman","memorial",1
"goodness","sake",1
"goodnewsbadnews","dept",1
"goodpointwellput","climateemergency",1
"goodreads","climate",1
"google","eddieguevara11",1
"google","microsoft",1
"gop","aide",1
"gop","chose",1
"gop","climate",1
"gop","dnc",1
"gop","folks",1
"gop","gqp",1
"gop","it’s",1
"gop","thugs",1
"goplantbased","bewise",1
"gordon","goodman",1
"gordoncorera","amp",1
"gore","climatechange",1
"gosolar","greenenergy",1
"gosolar","renewables",1
"gosolar","solarpanels",1
"gotta","love",1
"gotta","stop",1
"gotta","talk",1
"gouter","refuge",1
"gov","censorship",1
"gov","cont",1
"gov's","climatechange",1
"gov't","focus",1
"gov't","policy",1
"gov’s","figures",1
"gov’s","propaganda",1
"gov’t","urged",1
"govarnoldusc","chrismurphyct",1
"govedič","director",1
"govegan","concern",1
"govegan","disaster",1
"govegan","stopeatingmeat",1
"goverance","integrity",1
"goverment","subsidy",1
"goverments","polluters",1
"governance","01",1
"governance","climatechange",1
"governance","economic",1
"governance","failures",1
"governance","malaysia",1
"governance","priority",1
"government","action",1
"government","ad",1
"government","amp",1
"government","australia",1
"government","climateactionnow",1
"government","climatechange",1
"government","condemning",1
"government","correctly",1
"government","delay",1
"government","efforts",1
"government","failed",1
"government","failure",1
"government","fit",1
"government","funding",1
"government","ideas",1
"government","increases",1
"government","innovation",1
"government","interference",1
"government","level",1
"government","local",1
"government","measures",1
"government","models",1
"government","plans",1
"government","policies",1
"government","priority",1
"government","remains",1
"government","representatives",1
"government","riven",1
"government","schemes",1
"government","tackles",1
"government","unitednations",1
"government","weareone",1
"government's","approach",1
"government's","bs",1
"government's","proposed",1
"government's","resistance",1
"government’s","cowardly",1
"government’s","decision",1
"government’s","social",1
"governmental","betrayal",1
"governments","businesses",1
"governments","call",1
"governments","civil",1
"governments","hold",1
"governments","pushing",1
"governments","responded",1
"governments","worldwide",1
"governmentschemes","greenbuildings",1
"governor","jessica",1
"governor","kathy",1
"governor","tom",1
"governor's","race",1
"governorate","bayran",1
"governors","outline",1
"governortomwolf","step",1
"governs","mentality",1
"govi","altai’s",1
"govkathyhochul","jessicaramos",1
"govt","approved",1
"govt","health",1
"govt","support",1
"govt","supported",1
"govt","thinking",1
"govt’s","response",1
"govtimwalz","i’m",1
"govuk","announcement",1
"gpc","canadiangreens",1
"gpc","leader",1
"gpghana","syndghana",1
"gpsd","daemon",1
"gqper’s","care",1
"grabs","fredericton",1
"grad","research",1
"grading","process",1
"gradualism","move",1
"graeme","macdonald",1
"grahamporter4","arochauk",1
"grand","champion",1
"grand","daughters",1
"grand","isle",1
"grand","prix",1
"grand","solarcycles",1
"grand","vision",1
"granddesigns","changingrooms",1
"grandesol2016","stevegjesdal21",1
"grandiose","plans",1
"grandma’s","haiti",1
"grandoni","climatechange",1
"grangemouthhs","climatechange",1
"grant","9m",1
"grant","funding",1
"grant","opportunity",1
"grant","program",1
"grant_farquhar","climatecouncil",1
"granted","laborday",1
"grantham_ic","climatecares",1
"grantham_ic","royalsociety",1
"granthamclimateartprize","amp",1
"grants","build",1
"graphic","form",1
"graphic","illustration",1
"grass","contributes",1
"grass","roots",1
"grasslands","petition",1
"grasslands","sequester",1
"grassroots","democracy",1
"grassroots","movement",1
"grateful","dead",1
"grateful","start",1
"grave","loss",1
"grave","personal",1
"gravitas","america's",1
"gray","investments",1
"grazing","amp",1
"grazing","climatechange",1
"grazing","livestock",1
"grazing","ruminants",1
"great_thunberg","gretafollow",1
"great.calico","v2.0",1
"greatbiggreenweek","18",1
"greatbiggreenweek","northwalescom",1
"greatbiggreenweek","theccoalition",1
"greatgame","oil",1
"greatly","mitigated",1
"greatoutdoors","plasticfree",1
"greatreset","narcissisticabuse",1
"greece","beware",1
"greece","creates",1
"greece","disasters",1
"greece","nikolaybarekov",1
"greece","taps",1
"greed","america",1
"greed","badleaders",1
"greed","fossilfuel",1
"greed","trumps",1
"greediness","climatechange",1
"greedocracy","elites",1
"greedy","oil",1
"greedy_beat","kolbycash",1
"green","40",1
"green","activist",1
"green","agenda",1
"green","agendas",1
"green","algae",1
"green","ambassador",1
"green","amp",1
"green","angel",1
"green","billionaires",1
"green","bonds",1
"green","buildings",1
"green","certificates",1
"green","climateemergency",1
"green","day",1
"green","delight",1
"green","diplomacy",1
"green","earth",1
"green","economies",1
"green","emission",1
"green","encryption",1
"green","farming",1
"green","finance",1
"green","financial",1
"green","fridaysforfuture",1
"green","fuel",1
"green","goals",1
"green","gray",1
"green","guides",1
"green","habits",1
"green","heat",1
"green","ideas",1
"green","industries",1
"green","investments",1
"green","leader",1
"green","living",1
"green","masterplan",1
"green","partnership",1
"green","party",1
"green","plants",1
"green","plasticpollution",1
"green","pledges",1
"green","policies",1
"green","powerhouse",1
"green","products",1
"green","protections",1
"green","public",1
"green","recycle",1
"green","resilient",1
"green","revolution",1
"green","roofs",1
"green","rooftops",1
"green","shipping",1
"green","sustainability",1
"green","tax",1
"green","tdy",1
"green","train",1
"green","valuechains",1
"green","walls",1
"green","week",1
"green","win",1
"greenbuildings","companies",1
"greendeal","economics",1
"greendeal","passed",1
"greendeal","technology",1
"greene","solar",1
"greenearth","savetheworld",1
"greeneconomy","climatechange",1
"greeneconomy","greenenergy",1
"greeneconomy","martinlok",1
"greeneconomy","recycling",1
"greeneconomy","saveourplanet",1
"greenenergy","accelerates",1
"greenenergy","carbonfootprint",1
"greenenergy","climatechange",1
"greenenergy","globalwarming",1
"greenenergy","hydrogenonecap",1
"greenenergy","inspiration",1
"greenenergy","jobs",1
"greenenergy","renewableenergy",1
"greenenergy","scotland",1
"greenenergy","solarenergy",1
"greenenergy","solarpower",1
"greenenergy","zeroemission",1
"greener","funeral",1
"greener","read",1
"greener","regenerative",1
"greener","teeth",1
"greenerfuture","head",1
"greenfashion","climatechange",1
"greenfuture","book",1
"greengroups","cop26",1
"greenhouse","emissions",1
"greenhouseeffect","noplanetb",1
"greenhouseemission","climatecrisis",1
"greenhousegas","climatechange",1
"greenhousegas","climateemergency",1
"greenhousegas","ghg",1
"greenhousegasemissions","climatechange",1
"greenhousegases","emissions",1
"greenhousegases","greenhouseeffect",1
"greenhousegasremoval","climatechange",1
"greenhydrogen","car",1
"greenhydrogen","hub",1
"greenindustry","climatechange",1
"greeninfrastructure","nature",1
"greening_media","digitalculture",1
"greenish","festival",1
"greenjobs","climateactivism",1
"greenland","1,100",1
"greenland","climatechange",1
"greenland","expedition",1
"greenland","farm",1
"greenland","ice",1
"greenland","waters",1
"greenland's","ice",1
"greenlegacy","initiative",1
"greenlifestyle","ecopodcast",1
"greenliving","gogreen",1
"greennewdeal","climateemergency",1
"greennewdeal","cop26",1
"greennewdeal","hurricaneida",1
"greennewdeal_eu","2",1
"greenparty","elizabethmay",1
"greenparty","green",1
"greenpeace","bbchindi",1
"greenpeace","climatechange",1
"greenpeace","greenpeaceusa",1
"greenpeaceca","mikelemay1",1
"greenpeacemn","ilhanmn",1
"greenpeaceuk","tesco",1
"greenpeaceusa","climatechange",1
"greenpeaceusa","extinctionr",1
"greenrating","environment",1
"greenroofs","urbanlandscapes",1
"greens","forgot",1
"greens","leader",1
"greens","online",1
"greens","talking",1
"greens","torycriminals",1
"greenschoolbali","glblctzn",1
"greenspace","cuffeparade",1
"greenswans","regeneration",1
"greentaskforce1","chief",1
"greentech","approach",1
"greentech","climateemergency",1
"greentech","co2",1
"greentourism","perthshire",1
"greenwashing","renewableenergy",1
"greenwavejo.com","visit",1
"greenworld","gogreen",1
"greenypeepstea","brews",1
"greet","australian",1
"greg","jericho",1
"gregabbott_tx","gop",1
"greggsofficial","switching",1
"greggwstone","davebaran",1
"gregor","gridduck",1
"greta","climatechange",1
"greta","hey",1
"greta","trumpdildos",1
"gretafollow","extinctionrebellion",1
"gretathunberg","2",1
"gretathunberg","alex_verbeek",1
"gretathunberg","auni_auniket",1
"gretathunberg","billmckibben",1
"gretathunberg","carolinelucas",1
"gretathunberg","chinaambun",1
"gretathunberg","climatalk_org",1
"gretathunberg","climate",1
"gretathunberg","climateactionnow",1
"gretathunberg","cop26",1
"gretathunberg","edcimi",1
"gretathunberg","explaining",1
"gretathunberg","extinctionr",1
"gretathunberg","ghoshamitav",1
"gretathunberg","great_thunberg",1
"gretathunberg","greenpeace",1
"gretathunberg","greenpeaceuk",1
"gretathunberg","greenpeaceusa",1
"gretathunberg","greta",1
"gretathunberg","gunnlesley",1
"gretathunberg","jasonhickel",1
"gretathunberg","luisamneubauer",1
"gretathunberg","ms",1
"gretathunberg","start",1
"gretathunberg","stopecocide",1
"gretathunberg","summed",1
"gretathunberg","tells",1
"gretathunberg","vanessa_vash",1
"grey","sky",1
"gri","cdsb",1
"grid","amp",1
"grid","climatechange",1
"grid","interactive",1
"grid","proposal",1
"grid","resiliency",1
"grid","services",1
"grid","solar",1
"grid","suffered",1
"gridduck","ceo",1
"grids","amp",1
"grim","reality",1
"grim","tally",1
"grimmveronika","manfredjost22",1
"gripping","australia",1
"grooming","amp",1
"groovy","guide",1
"gross","level",1
"gross","primary",1
"grossly","underestimated",1
"grosvenor","park",1
"grosvenor_gbi's","london",1
"ground","amp",1
"ground","breaking",1
"ground","climateactions",1
"ground","greedy",1
"ground","water",1
"groundbreaking","research",1
"groundswell","director",1
"groundworksa","centreenvrights",1
"group’s","head",1
"group’s","neue",1
"grow","bigger",1
"grow","crops",1
"grow","desert",1
"grow","exponentially",1
"growers","climatechange",1
"growers","fighting",1
"growfood","foodsystems",1
"growing","beard",1
"growing","bigger",1
"growing","cattle",1
"growing","collective",1
"growing","commentary",1
"growing","community",1
"growing","concern",1
"growing","countries",1
"growing","danger",1
"growing","economy",1
"growing","evidence",1
"growing","food",1
"growing","mistakes",1
"growing","nationalism",1
"growing","popularity",1
"growing","pressures",1
"growing","professor",1
"growing","regions",1
"growing","returns",1
"growing","rice",1
"growing","sense",1
"growing","waste",1
"grown","scientific",1
"grown","ups",1
"grows","asharq",1
"grows","bigger",1
"grows","daily",1
"grows","monstrous",1
"growth","deforestation",1
"growth","dental",1
"growth","development",1
"growth","forests",1
"growth","inclusive",1
"growth","inclusivegrowth",1
"growth","industry",1
"growth","reindustrialisating",1
"growth","stop",1
"growth","total",1
"growth","vision",1
"growthstrategy","technology",1
"grulone","dynamiacs",1
"grumpyunclesean","usfs_rmrs",1
"gryscns","ghosts",1
"gsarup","rohitkapur12",1
"gt","10000",1
"gt","2",1
"gt","200",1
"gt","actual",1
"gt","call",1
"gt","capture",1
"gt","cover",1
"gt","french",1
"gt","join",1
"gt","lgbt",1
"gt","neuroethics",1
"gt","nominations",1
"gt","saveokavangodelta",1
"gt","vital",1
"gt","water",1
"gta","itsourvote",1
"gtx","performance",1
"guarantee","includes",1
"guaranteed","livable",1
"guard","matt",1
"guardian⁩","climatechange",1
"guardian","climatechange",1
"guardian","ignorance",1
"guardian","investigation",1
"guardian","media",1
"guardian","sixty",1
"guardian","view",1
"guardianeco","bio_carta",1
"guardiansofgrub","free",1
"guess","climatechange",1
"guess","tomorrow",1
"guest","gabriellewalk3r",1
"guest","opinion",1
"guest","pat",1
"guest","robert",1
"guests","rachel",1
"guide","howto",1
"guide","nz's",1
"guidofawkes","climateemergency",1
"guillemchust","libaibarriaga",1
"guilt","leads",1
"guinan","spoke",1
"guinea","brazil",1
"guineaconakry","buildbackbetter",1
"guitarwombat","mikeslastword",1
"gul","wazir",1
"gulf","amp",1
"gulf","climatechange",1
"gulfcoast","climatechange",1
"gulfcoast","manages",1
"gulfofmexico","here’s",1
"gump","article",1
"gun","repeals",1
"guncontrol","childcare",1
"guncontrol","climatechange",1
"guncontrol","womansrighttochoose",1
"gunnlesley","anthropologist",1
"guns","war",1
"guptaakhilesh63","8th",1
"guptaakhilesh63","iitguwahati",1
"guptaakhilesh63","iitkgp",1
"gushing","water",1
"gutbrod","discover",1
"gutting","reminder",1
"guwahati","climatechange",1
"guyana","including",1
"guyana's","citizens",1
"guyana's","priorities",1
"guyopperman","centre_alt_tech",1
"guypeer3","thejuicemedia",1
"guys","attitude",1
"guys","peterzimonjic",1
"guzzling","luxury",1
"gw","greenwavejo.com",1
"gwilymrowlands","actonclimate",1
"gwtweets","podcast",1
"gybn_cbd","yessatiucncongress",1
"gyres","hurricaneida",1
"gyro","park",1
"h20","future",1
"h2greensteel","scaniagroup",1
"h8","verdon",1
"haarp","capitalism",1
"habitable","climatechange",1
"habitat","community",1
"habitat","destruction",1
"habitat","restoration",1
"habitat","shrinks",1
"habitat_mpi","maxplanckpress",1
"habitatloss","amp",1
"habitats","mobilising",1
"habits","amp",1
"habits","podcast",1
"hackathon","ekoton",1
"hackathon","join",1
"hackneywick","register",1
"haeckel","geomar_en",1
"hahaha","democratsaredestroyingamerica",1
"haigh","imperialcollege",1
"haik","gugarats",1
"haiku","fuckthegop",1
"hail","tornados",1
"haiphong","city",1
"hair","growth",1
"haiti","earthquake",1
"half","compared",1
"half","episode",1
"hall","conservation",1
"halt","biodiversity",1
"halt","catastrophic",1
"halt","climatechange",1
"halt","oceanacidification",1
"halting","climatechange",1
"hamilton","peter",1
"hamont","amp",1
"hand","check",1
"hand","climatechange",1
"hand","clothes",1
"hand","people",1
"hand","pump",1
"hand","stop",1
"hand","tackling",1
"hand","worldcleanairday",1
"handed","manipulating",1
"handle","climatechange",1
"handle","climatecrisis",1
"handle","mental",1
"handles","drive",1
"handling","covid",1
"handloom","madeinindia",1
"handmade","smallbatch",1
"hands","floods",1
"hands","politics",1
"hangry","bears",1
"hannah","simcoe",1
"hannosettele","bmeinl",1
"hansbergrossi","uchi_economics",1
"haomaworgwu","coronasecondary",1
"happen","climatechange",1
"happen","dogood",1
"happen","global",1
"happen","grab",1
"happen","join",1
"happen","renewableenergy",1
"happened","2",1
"happened","before.used",1
"happened","climatechange",1
"happening","amp",1
"happening","biodiversity",1
"happening","elxn44",1
"happening","here’s",1
"happening","tomorrow",1
"happening","video",1
"happeningnow","south",1
"happeningoncampus","sustainability",1
"happily","called",1
"happiness","voteyesontherecall",1
"happy","blooms",1
"happy","climatechange",1
"happy","international",1
"happy","laborday",1
"happy","labordayweekend",1
"happy","lockdownmonday",1
"happy","monday",1
"happy","national",1
"happy","saturday",1
"happy","teacher's",1
"happy","teachers",1
"happy","world",1
"happyearthday","nature",1
"happyhexer","kwinkslager",1
"happylaborday","saveenergysavetheplanet",1
"harare","zimbabwe",1
"harbinger451","raellelogan1",1
"hard","drive",1
"hard","eugreendeal",1
"hard","food",1
"hard","jobs",1
"hard","logic",1
"hard","pressed",1
"hard","profadamsobel⁩",1
"hard","somuchstupid",1
"hard","talk",1
"hard","times",1
"hard","truth",1
"hardening","profit",1
"harder","amp",1
"hardest","climatechange",1
"hardtalk","planet",1
"hardtimehardta1","narvuntien",1
"hardy","weinberg",1
"harebrained","concepts",1
"harm","auspol",1
"harm","communities",1
"harm","low",1
"harman","explores",1
"harmed","air",1
"harmful","algal",1
"harmful","effects",1
"harming","biodiversity",1
"harming","crop",1
"harper","govt",1
"harper","leftovers",1
"harrow","school",1
"harry","campbell",1
"harsh","colder",1
"harsh","impacts",1
"harsh","reality",1
"hartlepool","jeremy",1
"harvardcchange","hsphniehsctr",1
"harvest","wasn’t",1
"harvested","olives",1
"harvey","emeritus",1
"harveybradleypottery","climatechange",1
"hase_va's","thread",1
"hash","tag",1
"hashtag","cnpphotocomp21",1
"hasn’t","caught",1
"hasnain_sunny","ipcc_ch",1
"hate","amp",1
"hate","elec",1
"hate","racism",1
"haubenvirolaw","assoc",1
"haul","shipping",1
"haul","solar",1
"haven","cities",1
"havent","time",1
"havoc","cnn",1
"hawakerakshak","unep",1
"hay","market",1
"hayfever","research",1
"hazard","based",1
"hazard","management",1
"hbodocs","hbomax",1
"hdcentre","emma",1
"hdfc","bank",1
"hdfcbankcsr","infojalna",1
"hdpeplastics","environmental",1
"he’s","grossed",1
"he’s","talking",1
"head","examined",1
"head","wont",1
"heading","straight",1
"headline","healthyplanet",1
